id	family	quantity	class	kind	A_values	A_n	A_raw_median	A_raw_min	A_raw_max	A_corr_median	A_corr_rule	spread	contains0	under20ms	s310	stable	reasons	load_bearing	B_rule	A_source	adjudication
D6|free-used	D6	rlxfw busybox free 'used', kB	-	clock-free	6012	1	6012	6012	6012	6012	face	0.000000	N	N	-	Y	-	N	unchanged	bench/2026-09-23/P1-FREE.log | A2 id D6|free_used	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5a|rlxfw|56|avg	D5a	rlxfw ICMP 56 B, median of the three series' avg rtt, ms	-	realtime	1.586,1.516,1.815	3	1.586	1.516	1.815	1.586	face	0.144388	N	N	-	N	spread 0.144388 >= 0.10	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|56|mdev	D5a	rlxfw ICMP 56 B, median of the three series' mdev, ms	-	realtime	0.632,0.773,0.682	3	0.682	0.632	0.773	0.682	face	0.133431	N	N	-	N	spread 0.133431 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|56|loss	D5a	rlxfw ICMP 56 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|rlxfw|256|avg	D5a	rlxfw ICMP 256 B, median of the three series' avg rtt, ms	-	realtime	1.367,1.518,1.641	3	1.518	1.367	1.641	1.518	face	0.099473	N	N	-	Y	-	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|256|mdev	D5a	rlxfw ICMP 256 B, median of the three series' mdev, ms	-	realtime	0.327,1.178,0.920	3	0.92	0.327	1.178	0.92	face	0.644565	N	N	-	N	spread 0.644565 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|256|loss	D5a	rlxfw ICMP 256 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|rlxfw|512|avg	D5a	rlxfw ICMP 512 B, median of the three series' avg rtt, ms	-	realtime	1.736,1.640,1.618	3	1.64	1.618	1.736	1.64	face	0.058537	N	N	-	Y	-	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|512|mdev	D5a	rlxfw ICMP 512 B, median of the three series' mdev, ms	-	realtime	0.401,0.496,0.375	3	0.401	0.375	0.496	0.401	face	0.236908	N	N	-	N	spread 0.236908 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|512|loss	D5a	rlxfw ICMP 512 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|rlxfw|1024|avg	D5a	rlxfw ICMP 1024 B, median of the three series' avg rtt, ms	-	realtime	2.030,2.124,2.086	3	2.086	2.03	2.124	2.086	face	0.026846	N	N	-	Y	-	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|1024|mdev	D5a	rlxfw ICMP 1024 B, median of the three series' mdev, ms	-	realtime	0.446,0.509,0.591	3	0.509	0.446	0.591	0.509	face	0.161100	N	N	-	N	spread 0.161100 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|1024|loss	D5a	rlxfw ICMP 1024 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|rlxfw|1472|avg	D5a	rlxfw ICMP 1472 B, median of the three series' avg rtt, ms	-	realtime	2.052,2.252,2.139	3	2.139	2.052	2.252	2.139	face	0.052828	N	N	-	Y	-	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|1472|mdev	D5a	rlxfw ICMP 1472 B, median of the three series' mdev, ms	-	realtime	0.462,0.508,0.476	3	0.476	0.462	0.508	0.476	face	0.067227	N	N	-	Y	-	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|rlxfw|1472|loss	D5a	rlxfw ICMP 1472 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (P1,P2,P3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|vendor|56|avg	D5a	vendor ICMP 56 B, median of the three series' avg rtt, ms	-	realtime	1.710,1.516,1.504	3	1.516	1.504	1.71	1.516	face	0.127968	N	N	-	N	spread 0.127968 >= 0.10	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|56|mdev	D5a	vendor ICMP 56 B, median of the three series' mdev, ms	-	realtime	0.988,0.384,0.708	3	0.708	0.384	0.988	0.708	face	0.457627	N	N	-	N	spread 0.457627 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|56|loss	D5a	vendor ICMP 56 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|vendor|256|avg	D5a	vendor ICMP 256 B, median of the three series' avg rtt, ms	-	realtime	1.653,1.895,2.180	3	1.895	1.653	2.18	1.895	face	0.150396	N	N	-	N	spread 0.150396 >= 0.10	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|256|mdev	D5a	vendor ICMP 256 B, median of the three series' mdev, ms	-	realtime	0.465,0.723,2.080	3	0.723	0.465	2.08	0.723	face	1.876902	N	N	-	N	spread 1.876902 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|256|loss	D5a	vendor ICMP 256 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|vendor|512|avg	D5a	vendor ICMP 512 B, median of the three series' avg rtt, ms	-	realtime	1.580,1.843,1.644	3	1.644	1.58	1.843	1.644	face	0.121046	N	N	-	N	spread 0.121046 >= 0.10	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|512|mdev	D5a	vendor ICMP 512 B, median of the three series' mdev, ms	-	realtime	0.370,0.922,0.327	3	0.37	0.327	0.922	0.37	face	1.491892	N	N	-	N	spread 1.491892 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|512|loss	D5a	vendor ICMP 512 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|vendor|1024|avg	D5a	vendor ICMP 1024 B, median of the three series' avg rtt, ms	-	realtime	1.998,1.782,1.743	3	1.782	1.743	1.998	1.782	face	0.121212	N	N	-	N	spread 0.121212 >= 0.10	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|1024|mdev	D5a	vendor ICMP 1024 B, median of the three series' mdev, ms	-	realtime	1.325,0.472,0.418	3	0.472	0.418	1.325	0.472	face	1.807203	N	N	-	N	spread 1.807203 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|1024|loss	D5a	vendor ICMP 1024 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5a|vendor|1472|avg	D5a	vendor ICMP 1472 B, median of the three series' avg rtt, ms	-	realtime	1.956,1.690,1.656	3	1.69	1.656	1.956	1.69	face	0.157396	N	N	-	N	spread 0.157396 >= 0.10	N	card B § 3.5 (a): 20 echoes at 50 ms, same payloads; unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|1472|mdev	D5a	vendor ICMP 1472 B, median of the three series' mdev, ms	-	realtime	0.334,0.402,0.280	3	0.334	0.28	0.402	0.334	face	0.203593	N	N	-	N	spread 0.203593 >= 0.10	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms Y: an rtt is a time interval and its median is under 0.020 s; the closing rule's 'when it is under 20 ms' fires literally - A1. A2 hard-codes is_time=False for rtt rows (a_net.py lines 72, 77) with no stated reason. The rule's FW-35 justification does not apply to ping (reported as a rule problem, owner's call before any seating-B value is read); COORDINATOR: R2 under20ms N: the criterion names the two FW-35 read quanta at an interval's ends; ping times rtt itself, so it does not fire; stable re-derived from the other criteria
D5a|vendor|1472|loss	D5a	vendor ICMP 1472 B, loss % per series	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/icmp_runs.tsv (V1,V2,V3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5b|eth4|ER|mbps	D5b	eth4 TCP board receives, receiver Mbit/s	-	realtime	24.4,24.7,25.0	3	24.7	24.4	25	24.7	face	0.012146	N	N	-	Y	-	N	card B § 3.5: board server log (iperflog) and host; receiver figure is the server's; unchanged quantity	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (ER1,ER2,ER3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|ES|mbps	D5b	eth4 TCP board sends, receiver (host) Mbit/s	-	realtime	26.2,26.2,26.2	3	26.2	26.2	26.2	26.2	face	0.000000	N	N	-	Y	-	N	unchanged (host's receiver line)	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (ES1,ES2,ES3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|ES|retr	D5b	eth4 TCP board sends, retransmissions (board-reported)	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (ES1,ES2,ES3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5b|eth4|EU|mbps	D5b	eth4 UDP board receives, received Mbit/s (board datagrams x 1400 B / 30 s)	-	realtime	5.958,5.956,5.957	3	5.957	5.956	5.958	5.957	face	0.000168	N	N	-	Y	-	N	card B § 3.5: the board's own server log; seating A's value is the server JSON relayed to the host (same count)	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (EU1,EU2,EU3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|EU|lost	D5b	eth4 UDP board receives, datagrams lost (server)	-	clock-free	37339,37344,37341	3	37341	37339	37344	37341	face	0.000080	N	N	loss-count	N	loss-count	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (EU1,EU2,EU3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|EU|lostpct	D5b	eth4 UDP board receives, lost %	-	clock-free	70.057,70.066,70.061	3	70.061	70.057	70.066	70.061	face	0.000071	N	N	loss-count	N	loss-count	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (EU1,EU2,EU3)	same trials at higher precision: A2's lost/total from the same summary line (37,339-37,344 of 53,298); iperf3 prints it as (70%) - A2 (ROUNDING control); under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|EV|mbps	D5b	eth4 UDP board sends, Mbit/s (board-reported)	-	realtime	19.9,19.9,20.0	3	19.9	19.9	20	19.9	face	0.005025	N	N	-	Y	-	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (EV1,EV2,EV3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|EV|lost	D5b	eth4 UDP board sends, datagrams lost (host)	-	clock-free	0,0,0	3	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (EV1,EV2,EV3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5b|eth4|ER|cpu	D5b	eth4 ER board CPU busy % (/proc/stat -S0 -> -S1)	-	clock-free	53.55,55.66,54.66	3	54.66	53.55	55.66	54.66	face	0.020307	N	N	-	Y	-	N	card B § 3.5: /proc/stat before and after each trial; unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (ER1,ER2,ER3)	same windows at higher precision: A2's busy % = busy/sum ticks of the same -S0/-S1 lines (cpu_windows.tsv's ticks); each is within 0.055 of A1's published 1-dp figure (ROUNDING control) - A2; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|ES|cpu	D5b	eth4 ES board CPU busy % (/proc/stat -S0 -> -S1)	-	clock-free	89.75,89.82,89.79	3	89.79	89.75	89.82	89.79	face	0.000445	N	N	-	Y	-	N	card B § 3.5: /proc/stat before and after each trial; unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (ES1,ES2,ES3)	same windows at higher precision: A2's busy % = busy/sum ticks of the same -S0/-S1 lines (cpu_windows.tsv's ticks); each is within 0.055 of A1's published 1-dp figure (ROUNDING control) - A2; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|EU|cpu	D5b	eth4 EU board CPU busy % (/proc/stat -S0 -> -S1)	-	clock-free	38.37,38.41,38.21	3	38.37	38.21	38.41	38.37	face	0.004170	N	N	-	Y	-	N	card B § 3.5: /proc/stat before and after each trial; unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (EU1,EU2,EU3)	same windows at higher precision: A2's busy % = busy/sum ticks of the same -S0/-S1 lines (cpu_windows.tsv's ticks); each is within 0.055 of A1's published 1-dp figure (ROUNDING control) - A2; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|eth4|EV|cpu	D5b	eth4 EV board CPU busy % (/proc/stat -S0 -> -S1)	-	clock-free	81.72,82.16,81.37	3	81.72	81.37	82.16	81.72	face	0.005384	N	N	-	Y	-	N	card B § 3.5: /proc/stat before and after each trial; unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (EV1,EV2,EV3)	same windows at higher precision: A2's busy % = busy/sum ticks of the same -S0/-S1 lines (cpu_windows.tsv's ticks); each is within 0.055 of A1's published 1-dp figure (ROUNDING control) - A2; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|TR|sender5s	D5b	rlx0 TCP board receives, host sender Mbit/s per 5 s interval (trial median)	-	realtime	17.8,17.5,17.6,16.8,15.3,17.9,17.3,17.2,17.3,15.6,15.8,17.0,17.2,17.3,17.8	15	17.3	15.3	17.9	17.3	face	0.115607	N	N	listed	N	listed; spread 0.115607 >= 0.10	N	host side unchanged; every TR exchange failed in seating A	bench/2026-09-23/P1-TR{1,2,3}.log interval lines (this script); nic-driver.md § 19.1 [captures: TR1,TR1,TR1,TR1,TR1,TR2,TR2,TR2,TR2,TR2,TR3,TR3,TR3,TR3,TR3]	population: the spec names 'TR sender per 5 s' and nic-driver § 19.1 publishes 15.3-17.9 Mbit/s per 5 s; A2's 15 interval values (P1-TR1..3.log, read here: TR3 15.8/17.0/17.2/17.3/17.8) - A2; A1's are the three per-trial medians; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|TR|board-receiver	D5b	rlx0 TCP board receives, board-side receiver Mbit/s	-	realtime	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: no receiver figure exists in seating A (n = 0, notes nic-driver § 19.1); card B reads the board's own server log for the first time	N	changed: board server log (iperflog, FW-128)	s106/n1-d5/iperf_trials.tsv (TR1-TR3: no results exchange) | A2 id D5b|rlx0|TR|board_mbps	
D5b|rlx0|TS|mbps	D5b	rlx0 TCP board sends, receiver (host) Mbit/s	-	realtime	23.6,0.21,0.78	3	0.78	0.21	23.6	0.78	face	29.256410	N	N	listed	N	listed; spread 29.256410 >= 0.10	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (TS1,TS2,TS3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|TS|retr	D5b	rlx0 TCP board sends, retransmissions (board-reported)	-	clock-free	0,323,668	3	323	0	668	323	face	1.068111	Y	N	listed	N	listed; spread 1.068111 >= 0.10; contains0	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (TS1,TS2,TS3)	UNRESOLVED (s310, a label; stable N under both): A1 loss-count (card B § 3.10 names TS by its Mbit/s figures) / A2 listed (a figure of the listed TS trials); the spec's s310 holds one value and gives no precedence; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; COORDINATOR: R5 s310 listed: a figure of the TS trials card B 3.10 lists as rlx0 TCP board-sends
